play_id,played_at,artist_name,track_name,genre,country,minutes_played,device,skipped
318,2024-03-31,The Slow Ferry,Velvet Season,Indie,Ireland,4.79,tablet,0
319,2024-03-31,Rosewood Lane,Paper Mornings,Folk,United Kingdom,5.81,laptop,0
320,2024-04-01,Glass Tram,Amber Ferry,Electronic,Germany,5.73,laptop,0
321,2024-04-01,Brannon Hill,Northern Machines,Folk,Ireland,3.73,phone,0
322,2024-04-02,The Quiet Wires,Quiet Machines,Rock,United States,5.47,phone,0
323,2024-04-02,The Paper Kites Society,Velvet Wires,Indie,Australia,6.12,speaker,0
324,2024-04-02,Marta Oliveira,Paper Avenue,Jazz,Portugal,8.36,laptop,0
325,2024-04-02,The Quiet Wires,Open Mornings,Rock,United States,6.16,phone,0
326,2024-04-03,Fjord & Flint,Blue Ferry,Folk,Norway,6.19,phone,0
327,2024-04-04,DJ Kompas,Midnight Weather,Electronic,Netherlands,5.49,laptop,0
328,2024-04-05,The Quiet Wires,Golden Wires,Rock,United States,5.93,laptop,0
329,2024-04-05,Sara Lindqvist,Slow Mornings,Pop,Sweden,1.82,laptop,0
330,2024-04-05,Northern Signal,Bright Avenue,Electronic,Norway,6.2,laptop,0
331,2024-04-06,Casa Tropicana,Harbour Rooms,Latin,Cuba,3.82,laptop,0
332,2024-04-06,Brannon Hill,Midnight Kitchen,Folk,Ireland,4.61,phone,0
333,2024-04-06,The Slow Ferry,Bright Rooms,Indie,Ireland,3.38,phone,0
334,2024-04-06,Nora Whitlock,Northern Machines,Pop,United States,5.14,phone,0
335,2024-04-06,DJ Kompas,Hollow Radio,Electronic,Netherlands,5.4,car,0
336,2024-04-07,Orquesta Bellavista,Quiet Wires,Latin,Colombia,3.92,phone,0
337,2024-04-07,Northern Signal,Winter Wires,Electronic,Norway,7.41,phone,0
338,2024-04-07,Selva Alta,Open Orbit,Latin,Peru,2.34,laptop,0
339,2024-04-09,Hollow Pines,Salt Harbour,Folk,United States,4.22,car,0
340,2024-04-09,DJ Kompas,Golden Weather,Electronic,Netherlands,4.68,phone,0
341,2024-04-09,Sara Lindqvist,Slow Mornings,Pop,Sweden,0.6,car,1
342,2024-04-09,The Slow Ferry,Amber Garden,Indie,Ireland,3.18,phone,0
343,2024-04-10,The Quiet Wires,Harbour Orbit,Rock,United States,4.06,phone,0
344,2024-04-10,Luz de Enero,Static Machines,Latin,Spain,0.4,phone,0
345,2024-04-10,Lagos Tape Club,Open Radio,Afrobeat,Nigeria,4.51,car,0
346,2024-04-11,Kito Ndungu,Hollow Weather,Afrobeat,Kenya,0.34,phone,1
347,2024-04-11,Glass Tram,Amber Ferry,Electronic,Germany,5.76,speaker,0
348,2024-04-11,Cassette Revival,Golden Traffic,Indie,France,0.4,speaker,0
349,2024-04-12,The Quiet Wires,Northern Tape,Rock,United States,3.84,car,0
350,2024-04-12,Sara Lindqvist,Northern Radio,Pop,Sweden,2.12,phone,0
351,2024-04-12,Rosewood Lane,Golden Garden,Folk,United Kingdom,1.08,speaker,0
352,2024-04-12,Glass Tram,Broken Mornings,Electronic,Germany,4.2,laptop,0
353,2024-04-13,Fjord & Flint,Summer Wires,Folk,Norway,5.27,laptop,0
354,2024-04-13,Fjord & Flint,Northern Avenue,Folk,Norway,4.53,phone,0
355,2024-04-13,The Long Commute,Midnight Radio,Indie,Netherlands,4.2,phone,0
356,2024-04-13,Fjord & Flint,Open Orbit,Folk,Norway,5.78,speaker,0
357,2024-04-14,Sara Lindqvist,Electric Weather,Pop,Sweden,3.07,phone,0
358,2024-04-14,Glass Tram,Broken Mornings,Electronic,Germany,5.16,laptop,0
359,2024-04-14,Salon Mécanique,Hollow Parade,Jazz,Belgium,8.96,speaker,0
360,2024-04-14,Northern Signal,Golden Machines,Electronic,Norway,5.97,speaker,0
361,2024-04-14,Sara Lindqvist,Midnight Orbit,Pop,Sweden,2.4,laptop,0
362,2024-04-16,Sara Lindqvist,Quiet Harbour,Pop,Sweden,0.54,speaker,1
363,2024-04-16,Northern Signal,Velvet Wires,Electronic,Norway,3.99,laptop,0
364,2024-04-17,Brannon Hill,Quiet Ferry,Folk,Ireland,3.21,laptop,0
365,2024-04-17,Sara Lindqvist,Northern Radio,Pop,Sweden,2.26,car,0
366,2024-04-17,Kito Ndungu,Amber Kitchen,Afrobeat,Kenya,3.52,phone,0
367,2024-04-18,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,7.55,laptop,0
368,2024-04-18,Fjord & Flint,Golden Garden,Folk,Norway,3.07,car,0
369,2024-04-18,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,5.99,phone,0
370,2024-04-18,Casa Tropicana,Paper Orbit,Latin,Cuba,8.11,car,0
371,2024-04-19,Static Meadow,Open Rooms,Rock,United States,3.85,speaker,0
372,2024-04-19,Orquesta Bellavista,Iron Lines,Latin,Colombia,2.53,laptop,0
373,2024-04-20,Glass Tram,Amber Ferry,Electronic,Germany,5.64,car,0
374,2024-04-20,Mireille Basset,Midnight Traffic,Jazz,France,7.14,speaker,0
375,2024-04-20,Fjord & Flint,Golden Garden,Folk,Norway,5.75,laptop,0
376,2024-04-20,Orquesta Bellavista,Velvet Garden,Latin,Colombia,5.65,laptop,0
377,2024-04-21,Sara Lindqvist,Quiet Harbour,Pop,Sweden,5.03,car,0
378,2024-04-21,Fjord & Flint,Northern Avenue,Folk,Norway,3.08,phone,0
379,2024-04-22,DJ Kompas,Hollow Radio,Electronic,Netherlands,6.7,speaker,0
380,2024-04-22,Glass Tram,Broken Mornings,Electronic,Germany,5.58,phone,0
381,2024-04-22,The Quiet Wires,Open Mornings,Rock,United States,2.99,phone,0
382,2024-04-23,Fjord & Flint,Blue Ferry,Folk,Norway,3.65,laptop,0
383,2024-04-23,Sara Lindqvist,Slow Mornings,Pop,Sweden,4.54,phone,0
384,2024-04-25,Circuit Sparrow,Blue Kitchen,Electronic,Japan,0.24,phone,1
385,2024-04-25,Casa Tropicana,Hollow Tape,Latin,Cuba,4.08,laptop,0
386,2024-04-25,The Paper Kites Society,Hollow Letters,Indie,Australia,0.27,tablet,1
387,2024-04-26,DJ Kompas,Quiet Orbit,Electronic,Netherlands,6.75,tablet,0
388,2024-04-26,DJ Kompas,Quiet Orbit,Electronic,Netherlands,6.63,laptop,0
389,2024-04-26,Fjord & Flint,Blue Traffic,Folk,Norway,0.44,car,1
390,2024-04-27,Fjord & Flint,Summer Wires,Folk,Norway,5.75,phone,0
391,2024-04-27,Static Meadow,Winter Mornings,Rock,United States,4.36,phone,0
392,2024-04-27,Northern Signal,Winter Wires,Electronic,Norway,7.4,phone,0
393,2024-04-27,Tundra Post,Paper Ferry,Electronic,Iceland,5.92,laptop,0
394,2024-04-28,DJ Kompas,Golden Weather,Electronic,Netherlands,0.31,laptop,1
395,2024-04-28,Sara Lindqvist,Midnight Orbit,Pop,Sweden,4.38,laptop,0
396,2024-04-28,Sara Lindqvist,Golden Harbour,Pop,Sweden,3.57,laptop,0
397,2024-04-28,Yuki Tanaka Trio,Harbour Season,Jazz,Japan,0.59,speaker,1
398,2024-04-28,Fjord & Flint,Golden Garden,Folk,Norway,5.14,phone,0
399,2024-04-29,Glass Tram,Amber Ferry,Electronic,Germany,7.87,phone,0
400,2024-04-29,Luz de Enero,Harbour Season,Latin,Spain,4.53,phone,0
401,2024-04-29,Neon Harbour,Paper Ferry,Electronic,Netherlands,3.8,phone,0
402,2024-04-29,Glass Tram,Amber Ferry,Electronic,Germany,7.73,phone,0
403,2024-04-30,The Slow Ferry,Velvet Season,Indie,Ireland,4.08,phone,0
404,2024-04-30,Sara Lindqvist,Midnight Orbit,Pop,Sweden,5.02,phone,0
405,2024-04-30,Lagos Tape Club,Open Radio,Afrobeat,Nigeria,0.77,phone,1
406,2024-05-01,Fjord & Flint,Summer Wires,Folk,Norway,2.87,laptop,0
407,2024-05-01,Northern Signal,Bright Avenue,Electronic,Norway,5.65,speaker,0
408,2024-05-01,Selva Alta,Open Orbit,Latin,Peru,3.84,laptop,0
409,2024-05-01,Glass Tram,Broken Lines,Electronic,Germany,4.96,phone,0
410,2024-05-02,Brannon Hill,Bright Mornings,Folk,Ireland,4.32,phone,0
411,2024-05-02,The Tuesday Club,Broken Harbour,Pop,United Kingdom,4.74,speaker,0
412,2024-05-02,Sara Lindqvist,Quiet Harbour,Pop,Sweden,4.38,tablet,0
413,2024-05-03,Glass Tram,Salt Lines,Electronic,Germany,5.96,phone,0
414,2024-05-03,Glass Tram,Broken Lines,Electronic,Germany,6.78,phone,0
415,2024-05-03,Glass Tram,Broken Lines,Electronic,Germany,6.96,phone,0
416,2024-05-03,Fjord & Flint,Golden Garden,Folk,Norway,5.22,phone,0
417,2024-05-04,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,5.02,car,0
418,2024-05-04,Kito Ndungu,Hollow Machines,Afrobeat,Kenya,6.21,phone,0
419,2024-05-04,Mireille Basset,Static Signal,Jazz,France,9.03,phone,0
420,2024-05-04,Selva Alta,Amber Mornings,Latin,Peru,5.64,speaker,0
421,2024-05-06,Sara Lindqvist,Electric Weather,Pop,Sweden,2.97,phone,0
422,2024-05-06,Hollow Pines,Salt Harbour,Folk,United States,3.85,phone,0
423,2024-05-06,Sara Lindqvist,Golden Harbour,Pop,Sweden,4.53,speaker,0
424,2024-05-06,Fjord & Flint,Midnight Kitchen,Folk,Norway,2.58,phone,0
425,2024-05-06,DJ Kompas,Paper Signal,Electronic,Netherlands,6.0,phone,0
426,2024-05-06,Glass Tram,Broken Mornings,Electronic,Germany,6.27,phone,0
427,2024-05-07,DJ Kompas,Golden Weather,Electronic,Netherlands,6.31,phone,0
428,2024-05-07,The Paper Kites Society,Harbour Rooms,Indie,Australia,1.03,phone,1
429,2024-05-07,Marta Oliveira,Static Wires,Jazz,Portugal,1.39,car,1
430,2024-05-07,Hollow Pines,Winter Traffic,Folk,United States,4.91,phone,0
431,2024-05-07,DJ Kompas,Quiet Orbit,Electronic,Netherlands,6.78,laptop,0
432,2024-05-07,Glass Tram,Broken Lines,Electronic,Germany,5.14,phone,0
433,2024-05-08,Casa Tropicana,Golden Harbour,Latin,Cuba,3.29,car,0
434,2024-05-08,Fjord & Flint,Northern Avenue,Folk,Norway,3.68,phone,0
435,2024-05-09,Yuki Tanaka Trio,Golden Machines,Jazz,Japan,5.56,phone,0
436,2024-05-09,Sara Lindqvist,Electric Weather,Pop,Sweden,0.82,phone,0
437,2024-05-09,Fjord & Flint,Blue Ferry,Folk,Norway,5.32,phone,0
438,2024-05-09,The Paper Kites Society,Electric Radio,Indie,Australia,2.39,phone,0
439,2024-05-10,Brannon Hill,Static Weather,Folk,Ireland,2.16,phone,0
440,2024-05-10,Basement Cartography,Velvet Kitchen,Indie,Canada,0.98,laptop,1
441,2024-05-10,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,2.31,laptop,0
442,2024-05-11,Basement Cartography,Iron Traffic,Indie,Canada,1.08,phone,1
443,2024-05-11,Bright Utility,Winter Window,Indie,United Kingdom,1.98,laptop,0
444,2024-05-12,Neon Harbour,Paper Ferry,Electronic,Netherlands,6.42,car,0
445,2024-05-12,Basement Cartography,Iron Traffic,Indie,Canada,7.62,laptop,0
446,2024-05-12,The Slow Ferry,Amber Garden,Indie,Ireland,0.95,phone,1
447,2024-05-13,Selva Alta,Electric Letters,Latin,Peru,3.15,speaker,0
448,2024-05-13,Nora Whitlock,Northern Machines,Pop,United States,0.31,laptop,1
449,2024-05-13,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,4.22,phone,0
450,2024-05-13,Static Meadow,Paper Parade,Rock,United States,3.08,speaker,0
451,2024-05-14,Fjord & Flint,Blue Ferry,Folk,Norway,0.57,laptop,1
452,2024-05-15,Selva Alta,Electric Letters,Latin,Peru,4.92,speaker,0
453,2024-05-15,Glass Tram,Amber Ferry,Electronic,Germany,6.83,phone,0
454,2024-05-15,Sara Lindqvist,Quiet Harbour,Pop,Sweden,5.05,laptop,0
455,2024-05-16,Sara Lindqvist,Golden Harbour,Pop,Sweden,4.14,speaker,0
456,2024-05-16,Cassette Revival,Paper Lines,Indie,France,1.89,phone,0
457,2024-05-16,Casa Tropicana,Harbour Rooms,Latin,Cuba,4.03,phone,0
458,2024-05-16,Brannon Hill,Northern Machines,Folk,Ireland,5.3,car,0
459,2024-05-17,Basement Cartography,Broken Kitchen,Indie,Canada,2.52,laptop,0
460,2024-05-17,Luz de Enero,Northern Ferry,Latin,Spain,2.6,speaker,0
461,2024-05-18,DJ Kompas,Paper Rooms,Electronic,Netherlands,6.19,car,0
462,2024-05-18,Static Meadow,Northern Avenue,Rock,United States,0.25,car,1
463,2024-05-18,DJ Kompas,Quiet Orbit,Electronic,Netherlands,8.4,phone,0
464,2024-05-18,Pale Cartography,Open Orbit,Folk,Canada,3.8,phone,0
465,2024-05-20,Brannon Hill,Quiet Ferry,Folk,Ireland,5.65,phone,0
466,2024-05-20,Selva Alta,Harbour Orbit,Latin,Peru,4.04,phone,0
467,2024-05-20,Brannon Hill,Midnight Kitchen,Folk,Ireland,1.51,phone,1
468,2024-05-21,Static Meadow,Winter Mornings,Rock,United States,5.33,laptop,0
469,2024-05-21,Bright Utility,Broken Machines,Indie,United Kingdom,8.1,speaker,0
470,2024-05-22,Static Meadow,Amber Tape,Rock,United States,1.01,laptop,1
471,2024-05-22,Kito Ndungu,Northern Rooms,Afrobeat,Kenya,1.57,phone,0
472,2024-05-23,Fjord & Flint,Blue Traffic,Folk,Norway,4.94,laptop,0
473,2024-05-23,Northern Signal,Amber Lines,Electronic,Norway,7.67,laptop,0
474,2024-05-23,Lagos Tape Club,Bright Wires,Afrobeat,Nigeria,3.95,phone,0
475,2024-05-23,Marta Oliveira,Electric Mornings,Jazz,Portugal,6.33,speaker,0
476,2024-05-23,Sara Lindqvist,Quiet Harbour,Pop,Sweden,4.66,speaker,0
477,2024-05-24,Salon Mécanique,Bright Window,Jazz,Belgium,5.4,laptop,0
478,2024-05-24,Pale Cartography,Open Season,Folk,Canada,2.32,phone,0
479,2024-05-24,Fjord & Flint,Golden Garden,Folk,Norway,3.05,phone,0
480,2024-05-25,Rosewood Lane,Paper Mornings,Folk,United Kingdom,2.48,laptop,0
481,2024-05-25,Hollow Pines,Winter Traffic,Folk,United States,0.78,laptop,0
482,2024-05-25,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,1.55,phone,0
483,2024-05-26,Pale Cartography,Bright Tape,Folk,Canada,2.94,phone,0
484,2024-05-26,Marta Oliveira,Electric Window,Jazz,Portugal,6.44,phone,0
485,2024-05-26,Pale Cartography,Open Season,Folk,Canada,3.3,phone,0
486,2024-05-26,DJ Kompas,Electric Mornings,Electronic,Netherlands,6.98,phone,0
487,2024-05-26,Brannon Hill,Quiet Ferry,Folk,Ireland,3.83,laptop,0
488,2024-05-26,Mireille Basset,Harbour Machines,Jazz,France,7.88,phone,0
489,2024-05-26,Glass Tram,Salt Lines,Electronic,Germany,3.27,phone,0
490,2024-05-27,The Quiet Wires,Quiet Rooms,Rock,United States,4.21,phone,0
491,2024-05-28,Glass Tram,Salt Lines,Electronic,Germany,4.61,phone,0
492,2024-05-28,Glass Tram,Broken Mornings,Electronic,Germany,8.04,phone,0
493,2024-05-29,The Quiet Wires,Quiet Machines,Rock,United States,4.48,laptop,0
494,2024-05-29,The Tuesday Club,Salt Wires,Pop,United Kingdom,0.56,car,1
495,2024-05-29,Brannon Hill,Static Weather,Folk,Ireland,4.42,phone,0
496,2024-05-30,Luz de Enero,Static Traffic,Latin,Spain,4.72,laptop,0
497,2024-05-30,DJ Kompas,Golden Weather,Electronic,Netherlands,2.05,laptop,0
498,2024-05-30,DJ Kompas,Paper Signal,Electronic,Netherlands,5.72,speaker,0
499,2024-05-30,The Quiet Wires,Quiet Rooms,Rock,United States,0.76,laptop,0
500,2024-05-30,Marta Oliveira,Paper Avenue,Jazz,Portugal,8.18,speaker,0
501,2024-05-31,Northern Signal,Amber Rooms,Electronic,Norway,4.32,phone,0
502,2024-05-31,Mango Static,Static Lines,Latin,Brazil,4.05,speaker,0
503,2024-05-31,Sara Lindqvist,Midnight Orbit,Pop,Sweden,5.46,phone,0
504,2024-05-31,Brannon Hill,Midnight Kitchen,Folk,Ireland,3.15,phone,0
505,2024-05-31,Static Meadow,Amber Tape,Rock,United States,3.28,laptop,0
506,2024-05-31,DJ Kompas,Electric Mornings,Electronic,Netherlands,7.3,speaker,0
507,2024-06-01,Fjord & Flint,Blue Ferry,Folk,Norway,6.16,phone,0
508,2024-06-02,Fjord & Flint,Northern Avenue,Folk,Norway,3.67,phone,0
509,2024-06-02,Sara Lindqvist,Quiet Harbour,Pop,Sweden,3.49,phone,0
510,2024-06-02,The Slow Ferry,Amber Garden,Indie,Ireland,2.86,phone,0
511,2024-06-02,Northern Signal,Electric Avenue,Electronic,Norway,8.62,phone,0
512,2024-06-03,Glass Tram,Broken Lines,Electronic,Germany,3.79,laptop,0
513,2024-06-03,Sara Lindqvist,Midnight Orbit,Pop,Sweden,6.16,laptop,0
514,2024-06-04,Luz de Enero,Paper Window,Latin,Spain,3.4,car,0
515,2024-06-04,Hertz Garden,Blue Harbour,Electronic,Germany,7.33,phone,0
516,2024-06-05,DJ Kompas,Paper Signal,Electronic,Netherlands,5.68,laptop,0
517,2024-06-05,Sara Lindqvist,Quiet Harbour,Pop,Sweden,0.72,tablet,1
518,2024-06-06,Lagos Tape Club,Open Radio,Afrobeat,Nigeria,5.03,car,0
519,2024-06-06,Brannon Hill,Electric Parade,Folk,Ireland,2.83,car,0
520,2024-06-06,DJ Kompas,Midnight Weather,Electronic,Netherlands,5.64,speaker,0
521,2024-06-07,Basement Cartography,Broken Kitchen,Indie,Canada,1.06,laptop,0
522,2024-06-08,Kito Ndungu,Northern Rooms,Afrobeat,Kenya,2.11,laptop,0
523,2024-06-08,Fjord & Flint,Blue Traffic,Folk,Norway,5.64,laptop,0
524,2024-06-09,Lagos Tape Club,Bright Wires,Afrobeat,Nigeria,0.6,phone,1
525,2024-06-10,Bright Utility,Broken Machines,Indie,United Kingdom,2.28,speaker,0
526,2024-06-10,Glass Tram,Amber Ferry,Electronic,Germany,7.77,phone,0
527,2024-06-10,DJ Kompas,Golden Weather,Electronic,Netherlands,6.93,phone,0
528,2024-06-10,Sara Lindqvist,Slow Mornings,Pop,Sweden,4.13,phone,0
529,2024-06-10,Sara Lindqvist,Slow Mornings,Pop,Sweden,2.44,car,0
530,2024-06-11,The Tuesday Club,Broken Harbour,Pop,United Kingdom,4.33,laptop,0
531,2024-06-12,The Quiet Wires,Quiet Rooms,Rock,United States,1.19,speaker,1
532,2024-06-12,Luz de Enero,Velvet Harbour,Latin,Spain,5.12,phone,0
533,2024-06-13,Luz de Enero,Northern Ferry,Latin,Spain,3.04,laptop,0
534,2024-06-13,Luz de Enero,Static Machines,Latin,Spain,2.86,laptop,0
535,2024-06-13,Glass Tram,Amber Ferry,Electronic,Germany,5.61,speaker,0
536,2024-06-14,Yuki Tanaka Trio,Winter Parade,Jazz,Japan,1.32,laptop,1
537,2024-06-14,Fjord & Flint,Open Orbit,Folk,Norway,1.04,phone,1
538,2024-06-14,Fjord & Flint,Open Orbit,Folk,Norway,0.91,laptop,1
539,2024-06-14,Basement Cartography,Iron Traffic,Indie,Canada,0.52,speaker,1
540,2024-06-15,The Quiet Wires,Golden Wires,Rock,United States,2.91,speaker,0
541,2024-06-15,Pale Cartography,Winter Weather,Folk,Canada,0.72,phone,1
542,2024-06-15,The Tuesday Club,Broken Harbour,Pop,United Kingdom,5.26,tablet,0
543,2024-06-15,The Slow Ferry,Velvet Season,Indie,Ireland,3.68,laptop,0
544,2024-06-15,DJ Kompas,Electric Mornings,Electronic,Netherlands,7.87,phone,0
545,2024-06-17,Velvet Aqueduct,Velvet Ferry,Rock,Italy,7.53,speaker,0
546,2024-06-17,Fjord & Flint,Northern Avenue,Folk,Norway,5.14,phone,0
547,2024-06-17,Sara Lindqvist,Slow Mornings,Pop,Sweden,3.58,laptop,0
548,2024-06-19,Glass Tram,Broken Lines,Electronic,Germany,6.96,tablet,0
549,2024-06-19,Kito Ndungu,Hollow Weather,Afrobeat,Kenya,4.88,tablet,0
550,2024-06-19,Glass Tram,Broken Lines,Electronic,Germany,6.78,phone,0
551,2024-06-19,Sara Lindqvist,Slow Mornings,Pop,Sweden,4.69,laptop,0
552,2024-06-19,Glass Tram,Salt Lines,Electronic,Germany,5.76,laptop,0
553,2024-06-20,Fjord & Flint,Northern Avenue,Folk,Norway,6.85,speaker,0
554,2024-06-20,Sara Lindqvist,Broken Kitchen,Pop,Sweden,0.39,phone,1
555,2024-06-20,Sara Lindqvist,Slow Mornings,Pop,Sweden,3.71,speaker,0
556,2024-06-21,Rosewood Lane,Amber Signal,Folk,United Kingdom,4.88,laptop,0
557,2024-06-22,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,2.45,phone,0
558,2024-06-22,The Long Commute,Broken Orbit,Indie,Netherlands,0.3,car,1
559,2024-06-24,Static Meadow,Paper Parade,Rock,United States,5.45,phone,0
560,2024-06-24,Glass Tram,Salt Lines,Electronic,Germany,3.96,phone,0
561,2024-06-24,The Paper Kites Society,Electric Radio,Indie,Australia,2.95,tablet,0
562,2024-06-25,Selva Alta,Harbour Lines,Latin,Peru,3.84,phone,0
563,2024-06-25,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,5.21,phone,0
564,2024-06-25,Brannon Hill,Electric Parade,Folk,Ireland,5.72,phone,0
565,2024-06-26,Brannon Hill,Static Weather,Folk,Ireland,0.4,car,0
566,2024-06-26,Basement Cartography,Iron Traffic,Indie,Canada,5.42,speaker,0
567,2024-06-26,The Slow Ferry,Bright Rooms,Indie,Ireland,4.23,tablet,0
568,2024-06-26,The Quiet Wires,Harbour Orbit,Rock,United States,6.79,phone,0
569,2024-06-27,Sara Lindqvist,Northern Radio,Pop,Sweden,4.31,speaker,0
570,2024-06-27,Sara Lindqvist,Northern Radio,Pop,Sweden,0.15,speaker,1
571,2024-06-27,Pale Cartography,Open Season,Folk,Canada,3.82,tablet,0
572,2024-06-27,Rosewood Lane,Summer Signal,Folk,United Kingdom,1.34,laptop,0
573,2024-06-27,Pale Cartography,Open Season,Folk,Canada,5.01,laptop,0
574,2024-06-28,Brannon Hill,Quiet Ferry,Folk,Ireland,2.95,phone,0
575,2024-06-29,Sara Lindqvist,Golden Harbour,Pop,Sweden,6.16,phone,0
576,2024-06-29,Marta Oliveira,Static Wires,Jazz,Portugal,7.31,car,0
577,2024-06-30,Fjord & Flint,Open Orbit,Folk,Norway,6.24,phone,0
578,2024-06-30,Fjord & Flint,Blue Ferry,Folk,Norway,3.57,phone,0
579,2024-06-30,Salon Mécanique,Golden Tape,Jazz,Belgium,7.88,phone,0
580,2024-06-30,Glass Tram,Salt Lines,Electronic,Germany,6.96,phone,0
581,2024-07-01,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,4.02,speaker,0
582,2024-07-01,DJ Kompas,Golden Weather,Electronic,Netherlands,3.59,phone,0
583,2024-07-01,Basement Cartography,Summer Orbit,Indie,Canada,3.06,tablet,0
584,2024-07-02,Fjord & Flint,Blue Avenue,Folk,Norway,3.28,phone,0
585,2024-07-02,Northern Signal,Velvet Wires,Electronic,Norway,5.85,tablet,0
586,2024-07-02,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,4.47,speaker,0
587,2024-07-02,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,5.75,phone,0
588,2024-07-02,Yuki Tanaka Trio,Northern Window,Jazz,Japan,4.44,speaker,0
589,2024-07-03,Glass Tram,Broken Lines,Electronic,Germany,4.73,phone,0
590,2024-07-03,Glass Tram,Broken Lines,Electronic,Germany,3.46,phone,0
591,2024-07-04,The Quiet Wires,Golden Season,Rock,United States,4.89,phone,0
592,2024-07-05,Glass Tram,Amber Ferry,Electronic,Germany,1.4,laptop,1
593,2024-07-05,Nora Whitlock,Golden Tape,Pop,United States,3.52,speaker,0
594,2024-07-06,DJ Kompas,Quiet Orbit,Electronic,Netherlands,6.82,phone,0
595,2024-07-06,Static Meadow,Open Rooms,Rock,United States,5.46,speaker,0
596,2024-07-06,Sara Lindqvist,Quiet Harbour,Pop,Sweden,4.87,phone,0
597,2024-07-08,Sara Lindqvist,Quiet Harbour,Pop,Sweden,3.39,phone,0
598,2024-07-08,Fjord & Flint,Blue Traffic,Folk,Norway,4.07,phone,0
599,2024-07-10,Luz de Enero,Northern Ferry,Latin,Spain,3.98,phone,0
600,2024-07-10,Basement Cartography,Summer Orbit,Indie,Canada,3.45,car,0
601,2024-07-10,Mireille Basset,Harbour Machines,Jazz,France,8.27,phone,0
602,2024-07-10,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,1.23,laptop,0
603,2024-07-12,Casa Tropicana,Hollow Tape,Latin,Cuba,2.8,car,0
604,2024-07-13,The Paper Kites Society,Hollow Letters,Indie,Australia,4.79,laptop,0
605,2024-07-14,Sara Lindqvist,Midnight Orbit,Pop,Sweden,2.95,laptop,0
606,2024-07-14,The Slow Ferry,Amber Mornings,Indie,Ireland,4.08,phone,0
607,2024-07-14,Fjord & Flint,Blue Ferry,Folk,Norway,2.21,laptop,0
608,2024-07-15,Kito Ndungu,Salt Ferry,Afrobeat,Kenya,5.12,phone,0
609,2024-07-15,Luz de Enero,Paper Window,Latin,Spain,3.26,phone,0
610,2024-07-16,Nora Whitlock,Northern Machines,Pop,United States,3.33,phone,0
611,2024-07-17,Fjord & Flint,Open Orbit,Folk,Norway,0.73,laptop,1
612,2024-07-17,Sara Lindqvist,Broken Kitchen,Pop,Sweden,3.66,phone,0
613,2024-07-18,Pale Cartography,Open Season,Folk,Canada,8.05,car,0
614,2024-07-18,Kito Ndungu,Northern Rooms,Afrobeat,Kenya,0.38,speaker,1
615,2024-07-18,Rosewood Lane,Golden Garden,Folk,United Kingdom,4.09,laptop,0
616,2024-07-19,DJ Kompas,Golden Weather,Electronic,Netherlands,3.81,phone,0
617,2024-07-19,Sara Lindqvist,Summer Tape,Pop,Sweden,2.17,phone,0
618,2024-07-19,Sara Lindqvist,Summer Tape,Pop,Sweden,4.78,speaker,0
619,2024-07-19,Hollow Pines,Midnight Harbour,Folk,United States,7.28,phone,0
620,2024-07-20,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,5.04,phone,0
621,2024-07-20,Orquesta Bellavista,Open Orbit,Latin,Colombia,0.45,phone,1
622,2024-07-21,Basement Cartography,Summer Orbit,Indie,Canada,4.56,phone,0
623,2024-07-22,Hollow Pines,Midnight Harbour,Folk,United States,2.37,phone,0
624,2024-07-22,The Quiet Wires,Quiet Rooms,Rock,United States,5.67,phone,0
625,2024-07-23,DJ Kompas,Paper Rooms,Electronic,Netherlands,5.37,laptop,0
626,2024-07-23,Static Meadow,Static Signal,Rock,United States,4.42,laptop,0
627,2024-07-24,Brannon Hill,Bright Mornings,Folk,Ireland,6.58,phone,0
628,2024-07-24,The Paper Kites Society,Harbour Rooms,Indie,Australia,4.77,speaker,0
629,2024-07-24,Sara Lindqvist,Golden Harbour,Pop,Sweden,3.57,laptop,0
630,2024-07-25,Glass Tram,Broken Lines,Electronic,Germany,6.13,laptop,0
631,2024-07-25,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,4.44,laptop,0
632,2024-07-26,Basement Cartography,Blue Mornings,Indie,Canada,3.04,phone,0
633,2024-07-26,Orquesta Bellavista,Open Orbit,Latin,Colombia,4.7,phone,0
634,2024-07-27,Fjord & Flint,Northern Avenue,Folk,Norway,0.79,phone,1
635,2024-07-27,Mango Static,Hollow Parade,Latin,Brazil,3.85,tablet,0
636,2024-07-28,Cassette Revival,Salt Season,Indie,France,0.52,phone,1
