play_id,played_at,artist_name,track_name,genre,country,device,skipped,minutes played 
1026,2024-11-29,Fjord & Flint,Blue Ferry,Folk,Norway,car,0,3.66
769,18-09-2024,Brannon Hill,Northern Machines,Folk,Ireland,phone,0,2.53
610,2024-07-16,Nora Whitlock,Northern Machines,POP,United States,phone,0,3.33
226,08/03/2024,DJ Kompas,Midnight Weather,Electronic,Netherlands,tablet,0,7.78
1579,2025-05-29,Yuki Tanaka Trio,Golden Window,jazz,Japan,phone,0,6.86
1024,28-11-2024,The Tuesday Club,Broken Harbour,Pop,United Kingdom,phone,0,3.86
434,08/05/2024,Fjord & Flint,Northern Avenue,Folk,Norway,phone,0,3.68
687,2024-08-20,Selva Alta,Electric Letters,latin,Peru,phone,0,3.39
1342,16/03/2025,Static Meadow,Bright Traffic,Rock,United States,phone,1,0.8
191,2024-02-25,DJ Kompas,Paper Rooms,Electronic,Netherlands,phone,0,4.74
1833,2025-09-25,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,laptop,0,4.73
719,2024-09-03,Fjord & Flint,Golden Garden,  Folk ,Norway,phone,0,3.38
211,2024-03-04,DJ Kompas,Golden Weather,Electronic,Netherlands,phone,0,8.27
360,2024-04-14,Northern Signal,Golden Machines,Electronic,Norway,SPEAKER,0,5.97
278,2024-03-24,The Long Commute,Amber Kitchen,Indie,Netherlands,tablet,0,3.46
1063,2024-12-10,Glass Tram,Amber Ferry,Electronic,Germany,laptop,0,6.54
1188,2025-01-18,The Paper Kites Society,Hollow Letters,Indie,Australia,phone,0,4.93
51,2024-01-13,The Long Commute,Golden Radio,indie,Netherlands,phone,0,3.83
1799,13-09-2025,Fjord & Flint,Blue Avenue,FOLK,Norway,laptop,1,0.87
388,2024-04-26,DJ Kompas,Quiet Orbit,electronic,Netherlands,laptop,0,6.63
2153,2025-12-23,Mireille Basset,Static Signal,JAZZ,France,LAPTOP,0,5.32
1845,2025-09-30,The Paper Kites Society,Harbour Rooms,Indie,Australia,car,0,5.23
1788,2025-09-09,Brannon Hill,Northern Machines,folk,Ireland,SPEAKER,0,3.48
552,2024-06-19,Glass Tram,Salt Lines,ELECTRONIC,Germany,laptop,0,5.76
1929,2025-10-25,Fjord & Flint,Northern Avenue,Folk,Norway,LAPTOP,1,0.52
988,16/11/2024,The Paper Kites Society,Electric Lines,INDIE,Australia,LAPTOP,0,3.25
1913,2025-10-21,Pale Cartography,Open Orbit,  Folk ,Canada,laptop,0,5.12
1591,2025-06-03,Yuki Tanaka Trio,Harbour Season,JAZZ,Japan,phone,0,7.08
95,2024-01-24,Fjord & Flint,Blue Ferry,folk,Norway,speaker,0,3.35
1377,2025-03-25,Glass Tram,Amber Ferry,Electronic,Germany,laptop,0,6.24
1111,2024-12-27,Fjord & Flint,Golden Garden,Folk,Norway,phone,1,0.49
1656,2025-07-07,Lagos Tape Club,Velvet Avenue,afrobeat,Nigeria,phone ,0,
910,2024-10-25,Brannon Hill,Quiet Ferry,folk,Ireland,laptop ,0,6.72
1485,2025-05-01,Luz de Enero,Summer Rooms,latin,NA,speaker,0,4.56
1704,2025-08-01,DJ Kompas,Electric Mornings,Electronic,Netherlands,speaker,0,6.92
1774,2025-09-05,Mireille Basset,Blue Window,Jazz,France,phone,0,9.64
1520,2025-05-11,Fjord & Flint,Golden Garden,Folk,Norway,SPEAKER,0,4.93
1923,2025-10-23,Basement Cartography,Iron Traffic,Indie,Canada,phone,0,3.76
1291,2025-02-25,Glass Tram,Salt Lines,Electronic,Germany,phone,0,9.31
1363,2025-03-21,DJ Kompas,Midnight Weather,Electronic,Netherlands,laptop,0,7.32
1709,2025-08-03,Hollow Pines,Salt Harbour,Folk,United States,laptop,0,5.86
1283,22/02/2025,Fjord & Flint,Open Orbit,Folk,Norway,car,0,5.14
258,2024-03-19,Hertz Garden,Blue Orbit,Electronic,Germany,car,0,3.25
777,2024-09-20,Brannon Hill,Midnight Kitchen,Folk,Ireland,phone,0,4.68
1693,2025-07-26,Rosewood Lane,Summer Signal,Folk,United Kingdom,phone,0,3.44
329,2024-04-05,Sara Lindqvist,Slow Mornings,Pop,Sweden,laptop,0,1.82
2004,2025-11-13,Brannon Hill,Static Weather,folk,Ireland,PHONE,0,2.82
1724,2025-08-10,DJ Kompas,Golden Weather,  Electronic ,Netherlands,LAPTOP,0,4.97
2090,05/12/2025,Glass Tram,Amber Ferry,electronic,Germany,laptop,0,
1025,28/11/2024,Hollow Pines,Winter Traffic,Folk,United States,tablet,0,6.19
556,2024-06-21,Rosewood Lane,Amber Signal,Folk,United Kingdom,laptop,0,4.88
867,2024-10-16,Sara Lindqvist,Northern Radio,Pop,Sweden,speaker ,0,2.98
354,2024-04-13,Fjord & Flint,Northern Avenue,  Folk ,Norway,PHONE,0,4.53
151,2024-02-12,Lagos Tape Club,Bright Wires,afrobeat,Nigeria,phone,0,4.53
1813,17/09/2025,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,phone,0,2.96
884,2024-10-19,Glass Tram,Broken Lines,electronic,Germany,phone,0,6.38
132,2024-02-05,Glass Tram,Salt Lines,  Electronic ,Germany,phone,0,4.92
458,2024-05-16,Brannon Hill,Northern Machines,Folk,Ireland,car,0,5.3
518,2024-06-06,Lagos Tape Club,Open Radio,  Afrobeat ,Nigeria,car,0,5.03
1251,2025-02-10,Glass Tram,Broken Mornings,Electronic,Germany,PHONE,0,4.13
469,2024-05-21,Bright Utility,Broken Machines,Indie,United Kingdom,speaker,0,8.1
1429,2025-04-13,Northern Signal,Winter Wires,  Electronic ,Norway,phone,0,
218,06/03/2024,Rosewood Lane,Slow Rooms,  Folk ,United Kingdom,speaker,1,0.28
1399,31-03-2025,DJ Kompas,Bright Ferry,electronic,Netherlands,phone,0,5.58
1004,2024-11-22,Glass Tram,Amber Ferry,Electronic,Germany,PHONE,0,4.78
618,2024-07-19,Sara Lindqvist,Summer Tape,Pop,Sweden,SPEAKER,0,4.78
1137,2025-01-04,Brannon Hill,Bright Mornings,Folk,Ireland,laptop,0,6.17
2125,2025-12-15,Sara Lindqvist,Slow Mornings,Pop,Sweden,speaker ,0,2.66
592,2024-07-05,Glass Tram,Amber Ferry,ELECTRONIC,Germany,LAPTOP,1,1.4
1307,2025-03-05,Orquesta Bellavista,Iron Lines,LATIN,Colombia,laptop,0,1.48
835,2024-10-06,Luz de Enero,Velvet Harbour,Latin,Spain,PHONE,0,5.36
7,02/01/2024,Sara Lindqvist,Electric Weather,Pop,Sweden,speaker,0,2.91
476,2024-05-23,Sara Lindqvist,Quiet Harbour,  Pop ,Sweden,speaker,0,4.66
2130,2025-12-16,Kito Ndungu,Hollow Weather,Afrobeat,Kenya,tablet,0,3.21
1355,2025-03-18,Static Meadow,Northern Avenue,Rock,United States,phone,0,3.43
661,2024-08-10,Luz de Enero,Harbour Season,Latin,Spain,PHONE ,1,0.24
2002,2025-11-12,Luz de Enero,Harbour Season,Latin,Spain,phone,0,3.27
2107,09/12/2025,Basement Cartography,Paper Kitchen,INDIE,Canada,,0,4.72
1503,05/05/2025,Lagos Tape Club,Open Radio,  Afrobeat ,Nigeria,PHONE,0,2.86 min
1287,2025-02-24,Sara Lindqvist,Summer Tape,pop,Sweden,,0,4.07
453,2024-05-15,Glass Tram,Amber Ferry,Electronic,Germany,phone,0,6.83
1576,2025-05-28,The Tuesday Club,Open Lines,Pop,United Kingdom,phone,0,3.02
895,2024-10-21,Yuki Tanaka Trio,Northern Lines,Jazz,Japan,laptop,0,9.57 min
488,2024-05-26,Mireille Basset,Harbour Machines,jazz,France,phone,0,7.88
289,25/03/2024,Orquesta Bellavista,Paper Signal,Latin,Colombia,LAPTOP,1,0.4
1286,2025-02-23,Northern Signal,Golden Machines,Electronic,Norway,laptop,0,6.33
291,2024-03-25,Sara Lindqvist,Northern Radio,POP,Sweden,car,0,0.4
79,2024-01-21,Yuki Tanaka Trio,Winter Parade,Jazz,Japan,laptop,0,7.95
1727,2025-08-13,Static Meadow,Open Rooms,  Rock ,United States,phone,0,4.86
537,2024-06-14,Fjord & Flint,Open Orbit,folk,Norway,phone,1,1.04
2152,2025-12-23,Brannon Hill,Electric Parade,Folk,Ireland,phone,0,3.84
1108,2024-12-25,The Quiet Wires,Quiet Rooms,Rock,United States,phone,1,1.09
344,10/04/2024,Luz de Enero,Static Machines,Latin,Spain,phone,0,0.4
1974,2025-11-05,The Paper Kites Society,Electric Radio,Indie,Australia,car,0,3.32
860,2024-10-14,Orquesta Bellavista,Salt Ferry,LATIN,Colombia,phone,0,1.41
1906,2025-10-19,Lagos Tape Club,Bright Wires,Afrobeat,Nigeria,phone,1,0.49
1543,2025-05-17,Kito Ndungu,Hollow Machines,Afrobeat,Kenya,phone,0,4.26
527,2024-06-10,DJ Kompas,Golden Weather,ELECTRONIC,Netherlands,phone,0,6.93
2126,2025-12-15,The Tuesday Club,Broken Harbour,POP,United Kingdom,phone,0,2.98
1038,2024-12-02,Glass Tram,Salt Lines,Electronic,Germany,laptop,0,7.23
526,2024-06-10,Glass Tram,Amber Ferry,Electronic,Germany,phone,0,7.77
2088,2025-12-04,Sara Lindqvist,Summer Tape,Pop,Sweden,laptop,1,0.42
655,2024-08-07,Glass Tram,Amber Ferry,Electronic,Germany,phone,0,6.67
1344,2025-03-16,Selva Alta,Amber Mornings,Latin,Peru,phone,0,2.86
372,2024-04-19,Orquesta Bellavista,Iron Lines,latin,Colombia,laptop,0,2.53
2110,2025-12-11,DJ Kompas,Hollow Radio,Electronic,Netherlands,speaker,0,4.11
1668,2025-07-12,Marta Oliveira,Electric Mornings,Jazz,Portugal,speaker,1,0.43
1329,2025-03-12,Basement Cartography,Blue Mornings,Indie,Canada,phone,0,1.95
1863,2025-10-06,Glass Tram,Salt Lines,ELECTRONIC,Germany,,1,1.48
2023,2025-11-17,Lagos Tape Club,Winter Rooms,AFROBEAT,Nigeria,phone,0,4.86
840,2024-10-07,Sara Lindqvist,Quiet Harbour,Pop,Sweden,speaker,0,2.82
726,2024-09-05,The Long Commute,Midnight Weather,Indie,NA,phone,0,5.45
1866,2025-10-06,Luz de Enero,Harbour Season,  Latin ,Spain,car,0,5.35
1565,2025-05-26,Circuit Sparrow,Amber Window,electronic,Japan,laptop,0,7.53 min
1486,2025-05-01,Casa Tropicana,Harbour Orbit,Latin,Cuba,PHONE,0,4.19
1374,2025-03-24,Glass Tram,Broken Mornings,Electronic,Germany,laptop ,0,5.42
1208,2025-01-26,Glass Tram,Broken Lines,electronic,Germany,SPEAKER,0,6.8
1961,2025-11-02,The Paper Kites Society,Slow Rooms,  Indie ,Australia,SPEAKER,0,5.92 min
244,2024-03-14,Rosewood Lane,Electric Weather,  Folk ,United Kingdom,car,0,3.61
1588,2025-06-01,Glass Tram,Broken Mornings,ELECTRONIC,Germany,tablet,0,3.05
1706,01/08/2025,Glass Tram,Broken Lines,ELECTRONIC,Germany,speaker,0,6.52
1857,2025-10-03,The Paper Kites Society,Electric Lines,  Indie ,NA,LAPTOP,0,2.83
194,2024-02-27,Nora Whitlock,Golden Tape,pop,United States,laptop ,0,5.66 min
1011,2024-11-24,Basement Cartography,Summer Season,Indie,Canada,laptop,0,3.33
101,2024-01-27,Sara Lindqvist,Slow Mornings,POP,Sweden,phone,0,4.83
264,2024-03-20,Rosewood Lane,Golden Garden,Folk,United Kingdom,phone,0,4.34 min
1509,2025-05-08,DJ Kompas,Midnight Weather,Electronic,Netherlands,laptop,0,5.11
1973,2025-11-05,Sara Lindqvist,Midnight Orbit,POP,Sweden,phone,0,5.58
195,2024-02-28,Rosewood Lane,Amber Signal,folk,United Kingdom,phone,0,5.67
1909,2025-10-20,Nora Whitlock,Bright Garden,Pop,United States,car,0,2.86
975,2024-11-13,Mango Static,Golden Machines,Latin,Brazil,phone,0,3.83
253,2024-03-16,Fjord & Flint,Broken Radio,Folk,Norway,phone,0,1.4
2118,2025-12-13,Sara Lindqvist,Electric Weather,POP,Sweden,PHONE,0,6.84
1572,2025-05-27,Northern Signal,Bright Avenue,ELECTRONIC,Norway,phone,0,6.01
1971,05-11-2025,Kanto Kids,Slow Machines,Pop,Philippines,phone,0,3.54
1671,2025-07-14,Orquesta Bellavista,Salt Ferry,Latin,Colombia,laptop,0,2.48
233,2024-03-09,Glass Tram,Broken Mornings,Electronic,Germany,laptop,0,5.33
35,2024-01-09,Hertz Garden,Broken Kitchen,Electronic,Germany,tablet ,0,3.4
599,2024-07-10,Luz de Enero,Northern Ferry,LATIN,NA,phone,0,3.98
1233,2025-02-04,Northern Signal,Quiet Avenue,ELECTRONIC,Norway,phone,0,7.61
1970,2025-11-04,The Paper Kites Society,Velvet Garden,Indie,Australia,SPEAKER,0,
1754,2025-08-28,Marta Oliveira,Paper Avenue,Jazz,Portugal,laptop,0,9.6
940,2024-11-01,Bright Utility,Salt Season,  Indie ,United Kingdom,laptop,0,2.65
1415,2025-04-06,Fjord & Flint,Summer Wires,Folk,Norway,speaker,0,4.68
397,2024-04-28,Yuki Tanaka Trio,Harbour Season,Jazz,NA,speaker,1,0.59
133,2024-02-06,Fjord & Flint,Blue Avenue,Folk,Norway,PHONE ,0,4.21
1023,2024-11-28,Marta Oliveira,Broken Orbit,Jazz,Portugal,phone,0,9.42
723,2024-09-04,The Quiet Wires,Golden Wires,ROCK,United States,phone,0,3.11
1463,2025-04-24,Brannon Hill,Static Weather,FOLK,Ireland,phone,0,5.69
210,04/03/2024,Neon Harbour,Blue Signal,Electronic,Netherlands,phone,0,4.75
1121,2024-12-31,Sara Lindqvist,Slow Mornings,Pop,Sweden,phone,0,5.42
1981,2025-11-07,Brannon Hill,Electric Parade,Folk,Ireland,phone,0,3.19
1542,2025-05-16,Fjord & Flint,Summer Wires,Folk,Norway,laptop,0,4.46
260,2024-03-19,The Paper Kites Society,Amber Window,Indie,Australia,PHONE,0,1.32
1688,2025-07-22,Fjord & Flint,Broken Radio,Folk,Norway,phone,0,3.22
2042,2025-11-22,The Long Commute,Golden Radio,  Indie ,Netherlands,laptop,0,5.54
1696,2025-07-28,Selva Alta,Amber Mornings,LATIN,Peru,phone,0,3.75
639,2024-07-30,Yuki Tanaka Trio,Harbour Season,,Japan,speaker ,1,1.3
553,2024-06-20,Fjord & Flint,Northern Avenue,folk,Norway,speaker,0,6.85
1190,2025-01-20,The Quiet Wires,Golden Wires,Rock,United States,speaker,1,0.7
1717,2025-08-09,Casa Tropicana,Golden Harbour,Latin,Cuba,laptop ,0,5.05
864,15-10-2024,Sara Lindqvist,Midnight Orbit,POP,Sweden,laptop,0,4.05
1235,2025-02-04,Rosewood Lane,Paper Mornings,Folk,United Kingdom,laptop,0,3.85
1997,2025-11-12,Kito Ndungu,Bright Weather,Afrobeat,Kenya,phone,0,2.66
2177,2025-12-30,Glass Tram,Broken Lines,Electronic,Germany,car,0,5.55
305,2024-03-28,Brannon Hill,Static Weather,Folk,Ireland,laptop,0,5.05
254,2024-03-17,Bright Utility,Bright Letters,Indie,United Kingdom,car,0,3.1
159,14/02/2024,Selva Alta,Static Kitchen,Latin,Peru,phone,0,3.14
678,2024-08-16,Glass Tram,Broken Lines,Electronic,Germany,laptop,1,0.93
1695,27/07/2025,Glass Tram,Salt Lines,Electronic,Germany,,0,6.38
1469,2025-04-27,Fjord & Flint,Broken Radio,Folk,Norway,phone,0,3.48
524,09-06-2024,Lagos Tape Club,Bright Wires,Afrobeat,Nigeria,PHONE,1,
2134,2025-12-17,Yuki Tanaka Trio,Northern Lines,Jazz,Japan,laptop,1,1.15
724,2024-09-04,Northern Signal,Electric Avenue,Electronic,Norway,car,0,7.64 min
279,2024-03-24,Amara Diallo,Slow Weather,Afrobeat,Senegal,phone,0,4.21
1230,02/02/2025,Sara Lindqvist,Midnight Orbit,Pop,Sweden,phone,1,0.71
783,2024-09-21,The Slow Ferry,Amber Mornings,Indie,Ireland,phone,0,2.62
1927,25-10-2025,The Paper Kites Society,Electric Radio,Indie,Australia,phone,0,5.2
793,24-09-2024,Glass Tram,Broken Mornings,Electronic,Germany,phone,0,5.76
2075,2025-11-30,The Quiet Wires,Quiet Machines,Rock,United States,phone,0,3.52
1722,2025-08-10,Glass Tram,Amber Ferry,Electronic,Germany,phone,1,0.49
480,2024-05-25,Rosewood Lane,Paper Mornings,FOLK,United Kingdom,laptop,0,2.48
1284,23-02-2025,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,phone,0,3.99
1618,2025-06-13,Glass Tram,Broken Lines,Electronic,Germany,speaker,1,0.99
1146,2025-01-07,Fjord & Flint,Blue Avenue,FOLK,Norway,phone,0,3.84
543,2024-06-15,The Slow Ferry,Velvet Season,Indie,Ireland,laptop,0,3.68
607,2024-07-14,Fjord & Flint,Blue Ferry,  Folk ,Norway,laptop,0,2.21
1525,2025-05-12,The Slow Ferry,Iron Weather,Indie,Ireland,phone,0,3.77
1136,2025-01-03,The Slow Ferry,Bright Rooms,Indie,Ireland,car,0,5.02
1031,2024-11-30,Sara Lindqvist,Summer Tape,Pop,Sweden,PHONE,0,3.26
899,2024-10-22,The Tuesday Club,Amber Harbour,Pop,United Kingdom,phone,0,3.95
1178,2025-01-16,Glass Tram,Broken Lines,ELECTRONIC,Germany,,0,4.22
284,2024-03-24,Orquesta Bellavista,Slow Rooms,Latin,Colombia,tablet,0,4.28
627,24-07-2024,Brannon Hill,Bright Mornings,FOLK,Ireland,phone,0,6.58
931,2024-10-30,Hertz Garden,Northern Lines,ELECTRONIC,Germany,speaker,0,4.22
1539,2025-05-15,Pale Cartography,Open Season,Folk,Canada,car ,0,3.67
1811,2025-09-17,Glass Tram,Broken Lines,electronic,Germany,PHONE,0,7.03 min
712,02/09/2024,Basement Cartography,Velvet Kitchen,Indie,Canada,phone,0,4.78
1819,2025-09-20,Glass Tram,Broken Lines,Electronic,Germany,phone,0,7.52
759,2024-09-16,Hollow Pines,Winter Traffic,Folk,United States,phone ,0,5.22
1662,2025-07-10,The Slow Ferry,Amber Garden,INDIE,Ireland,laptop,0,4.24
1786,2025-09-08,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,phone,0,6.6
470,22/05/2024,Static Meadow,Amber Tape,ROCK,United States,laptop,1,
23,2024-01-06,Brannon Hill,Quiet Ferry,Folk,Ireland,phone,0,5.77
1780,2025-09-07,Sara Lindqvist,Broken Kitchen,POP,Sweden,tablet,0,3.24 min
1117,2024-12-29,Bright Utility,Broken Machines,Indie,United Kingdom,SPEAKER,0,
271,2024-03-22,Northern Signal,Salt Lines,Electronic,Norway,phone,0,6.05
1899,2025-10-16,Lagos Tape Club,Bright Wires,Afrobeat,Nigeria,phone,0,2.97
147,2024-02-11,Sara Lindqvist,Electric Weather,Pop,Sweden,laptop,1,0.63
53,2024-01-14,Static Meadow,Winter Mornings,Rock,United States,phone,0,6.31
341,09-04-2024,Sara Lindqvist,Slow Mornings,POP,Sweden,car,1,0.6
536,2024-06-14,Yuki Tanaka Trio,Winter Parade,jazz,Japan,laptop,1,1.32
216,2024-03-05,Selva Alta,Open Orbit,LATIN,Peru,phone,0,2.91
642,01/08/2024,Fjord & Flint,Open Orbit,  Folk ,Norway,phone,0,3.71
443,2024-05-11,Bright Utility,Winter Window,Indie,United Kingdom,laptop ,0,1.98
204,2024-03-01,The Slow Ferry,Amber Mornings,Indie,Ireland,phone,0,3.18
398,2024-04-28,Fjord & Flint,Golden Garden,folk,Norway,phone,0,5.14
1475,2025-04-29,The Paper Kites Society,Harbour Rooms,Indie,Australia,laptop,0,3.7
1217,2025-01-28,Glass Tram,Broken Mornings,Electronic,Germany,phone,0,6.84
593,2024-07-05,Nora Whitlock,Golden Tape,Pop,United States,speaker,0,3.52
1627,2025-06-21,Basement Cartography,Broken Kitchen,Indie,Canada,laptop,0,4.68
484,2024-05-26,Marta Oliveira,Electric Window,Jazz,NA,PHONE,0,6.44
862,14/10/2024,Sara Lindqvist,Electric Weather,pop,NA,phone,0,5.32
2066,28/11/2025,Brannon Hill,Bright Mornings,Folk,Ireland,laptop,0,5.15
2156,24/12/2025,Fjord & Flint,Blue Traffic,FOLK,Norway,,0,5.15
1256,12-02-2025,Kito Ndungu,Electric Traffic,Afrobeat,Kenya,phone,0,4.1
1186,2025-01-18,Fjord & Flint,Blue Ferry,Folk,Norway,laptop,0,5.83
1211,2025-01-26,Fjord & Flint,Blue Ferry,Folk,Norway,phone,0,5.21
1311,2025-03-06,Mireille Basset,Midnight Traffic,Jazz,France,phone,0,8.19
1439,2025-04-16,Sara Lindqvist,Midnight Orbit,Pop,Sweden,phone,1,0.48
1349,2025-03-18,Brannon Hill,Quiet Ferry,Folk,Ireland,car,0,5.48
1998,2025-11-12,Basement Cartography,Summer Season,Indie,Canada,PHONE,0,3.62
2006,2025-11-13,Bright Utility,Winter Window,Indie,United Kingdom,car,1,0.65
1062,2024-12-09,Glass Tram,Amber Ferry,Electronic,Germany,laptop,0,6.45
407,2024-05-01,Northern Signal,Bright Avenue,Electronic,Norway,speaker,0,5.65
402,2024-04-29,Glass Tram,Amber Ferry,electronic,Germany,,0,7.73
69,2024-01-18,Static Meadow,Amber Tape,Rock,United States,phone,0,4.71 min
962,2024-11-09,DJ Kompas,Paper Rooms,Electronic,Netherlands,car,0,4.5
1354,2025-03-18,DJ Kompas,Golden Weather,Electronic,Netherlands,phone,0,6.55
1007,2024-11-23,Selva Alta,Amber Mornings,Latin,Peru,PHONE,0,4.52
41,2024-01-12,Glass Tram,Salt Lines,Electronic,Germany,phone,0,3.65
2015,2025-11-15,Fjord & Flint,Summer Wires,Folk,Norway,car,0,5.46
1017,2024-11-25,DJ Kompas,Bright Ferry,Electronic,Netherlands,LAPTOP ,0,6.69 min
1131,2025-01-02,Mireille Basset,Harbour Window,Jazz,France,phone,0,8.0
64,2024-01-16,Fjord & Flint,Open Orbit,  Folk ,Norway,,0,3.84
1745,23/08/2025,Cassette Revival,Salt Parade,Indie,France,speaker,0,3.18
2155,2025-12-24,DJ Kompas,Midnight Weather,  Electronic ,Netherlands,phone,1,0.42
966,2024-11-09,Salon Mécanique,Harbour Machines,Jazz,Belgium,car ,0,6.78
653,2024-08-06,DJ Kompas,Paper Signal,Electronic,Netherlands,phone ,0,5.5
873,2024-10-17,Glass Tram,Broken Lines,ELECTRONIC,NA,phone,1,0.31
1070,2024-12-11,Basement Cartography,Velvet Kitchen,Indie,Canada,laptop ,0,5.94
228,08/03/2024,Basement Cartography,Velvet Kitchen,INDIE,Canada,phone,0,6.41
1635,2025-06-24,Yuki Tanaka Trio,Northern Lines,Jazz,Japan,SPEAKER,1,1.4
96,24/01/2024,The Quiet Wires,Northern Tape,Rock,United States,phone,0,
180,2024-02-21,Fjord & Flint,Golden Garden,Folk,Norway,phone,1,0.4
1356,2025-03-19,Glass Tram,Broken Mornings,Electronic,Germany,phone,0,6.25
1930,2025-10-25,The Tuesday Club,Salt Wires,Pop,United Kingdom,laptop,1,0.53
1352,2025-03-18,Sara Lindqvist,Northern Radio,Pop,Sweden,phone,0,4.18
2163,2025-12-26,Casa Tropicana,Salt Ferry,Latin,Cuba,phone,1,0.7
1091,2024-12-20,Hertz Garden,Broken Kitchen,Electronic,Germany,phone,0,2.39
50,2024-01-13,Sara Lindqvist,Broken Kitchen,Pop,Sweden,phone,0,4.66
791,2024-09-23,Kito Ndungu,Northern Rooms,afrobeat,Kenya,tablet,0,3.24
1840,29/09/2025,The Paper Kites Society,Hollow Letters,INDIE,Australia,car ,0,6.54
479,2024-05-24,Fjord & Flint,Golden Garden,folk,Norway,phone,0,3.05
1453,2025-04-23,The Quiet Wires,Open Mornings,ROCK,United States,laptop,0,5.83
416,2024-05-03,Fjord & Flint,Golden Garden,FOLK,Norway,phone,0,5.22
1818,2025-09-19,Sara Lindqvist,Summer Tape,Pop,Sweden,laptop,0,3.87
782,2024-09-21,Luz de Enero,Paper Window,Latin,Spain,laptop ,0,5.65
1516,10/05/2025,Bright Utility,Salt Season,Indie,United Kingdom,phone,0,6.11
965,2024-11-09,The Quiet Wires,Golden Season,Rock,United States,phone,0,3.25
1719,09-08-2025,Luz de Enero,Summer Rooms,LATIN,Spain,phone,0,3.88
1478,2025-04-29,Fjord & Flint,Broken Radio,FOLK,Norway,speaker,0,4.87
987,2024-11-16,Sara Lindqvist,Broken Kitchen,Pop,Sweden,laptop,0,4.75
1390,2025-03-29,Fjord & Flint,Blue Ferry,folk,Norway,phone,0,4.91
743,08-09-2024,DJ Kompas,Midnight Weather,Electronic,Netherlands,TABLET,0,6.12
186,2024-02-24,Static Meadow,Static Signal,Rock,United States,phone,0,4.56
1134,2025-01-03,Sara Lindqvist,Northern Radio,Pop,Sweden,PHONE,0,4.29
2005,2025-11-13,Orquesta Bellavista,Iron Lines,Latin,Colombia,phone,0,5.43
364,2024-04-17,Brannon Hill,Quiet Ferry,Folk,Ireland,laptop,0,3.21
533,2024-06-13,Luz de Enero,Northern Ferry,Latin,Spain,laptop,0,3.04
1324,11/03/2025,Static Meadow,Salt Mornings,Rock,United States,phone,0,2.85
496,2024-05-30,Luz de Enero,Static Traffic,Latin,Spain,laptop,0,4.72
1910,2025-10-20,Lagos Tape Club,Winter Rooms,  Afrobeat ,Nigeria,car,0,
679,16/08/2024,Sara Lindqvist,Electric Weather,pop,Sweden,PHONE,0,5.88
1018,2024-11-26,Pale Cartography,Open Season,Folk,Canada,CAR,0,2.18
2115,2025-12-13,Sara Lindqvist,Midnight Orbit,Pop,Sweden,car,0,2.23
1158,2025-01-11,Kito Ndungu,Summer Machines,Afrobeat,Kenya,phone,0,2.83
1068,11-12-2024,Northern Signal,Velvet Wires,ELECTRONIC,Norway,phone,0,5.67
2121,13/12/2025,The Tuesday Club,Northern Ferry,POP,United Kingdom,phone,0,4.18
731,2024-09-06,Glass Tram,Broken Lines,ELECTRONIC,Germany,phone,0,7.32
1086,2024-12-17,Brannon Hill,Bright Mornings,Folk,Ireland,laptop,0,3.63
663,2024-08-11,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,laptop,0,2.98
396,2024-04-28,Sara Lindqvist,Golden Harbour,Pop,Sweden,laptop,0,3.57
1670,2025-07-14,Salon Mécanique,Open Season,JAZZ,Belgium,phone,1,
1386,27/03/2025,The Slow Ferry,Winter Weather,Indie,Ireland,speaker,0,3.42
1903,2025-10-18,Glass Tram,Broken Mornings,Electronic,Germany,laptop,0,6.07
363,2024-04-16,Northern Signal,Velvet Wires,ELECTRONIC,Norway,laptop ,0,3.99
1295,28/02/2025,Sara Lindqvist,Quiet Harbour,Pop,Sweden,phone,0,4.79
1538,2025-05-15,The Paper Kites Society,Velvet Wires,Indie,Australia,car,0,3.73
49,2024-01-13,Luz de Enero,Static Machines,Latin,Spain,phone,0,1.4
334,2024-04-06,Nora Whitlock,Northern Machines,Pop,United States,PHONE,0,5.14
637,2024-07-28,Fjord & Flint,Open Orbit,FOLK,Norway,phone,0,2.05
68,17-01-2024,Sara Lindqvist,Midnight Orbit,Pop,Sweden,speaker,0,4.99
1331,2025-03-13,Lagos Tape Club,Open Radio,Afrobeat,Nigeria,phone,0,4.34
109,2024-01-29,Yuki Tanaka Trio,Northern Lines,JAZZ,Japan,laptop,0,6.05
2085,2025-12-03,Northern Signal,Quiet Avenue,Electronic,Norway,phone,0,6.17 min
748,11/09/2024,Marta Oliveira,Electric Window,Jazz,Portugal,phone,0,6.17
1569,2025-05-27,Glass Tram,Broken Lines,Electronic,Germany,phone,0,
2142,2025-12-20,The Paper Kites Society,Hollow Letters,indie,Australia,laptop,1,0.46
1609,2025-06-11,Glass Tram,Broken Mornings,Electronic,Germany,laptop,0,4.71
602,10-07-2024,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,LAPTOP,0,1.23
1029,2024-11-30,Nora Whitlock,Golden Tape,Pop,United States,LAPTOP,0,2.57
